Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,PLOdds,OpenOU,OpenOdds,CloseOU,CloseOdds
1014,19,V,Boston,1,3,2,6,-135,-128,-1.5,220,5.5,-110,5.5,-115
1014,20,H,Arizona,1,0,1,2,115,108,1.5,-270,5.5,-110,5.5,-105
1014,21,V,Ottawa,2,1,3,6,170,170,1.5,-175,5.5,-120,5.5,-115
1014,22,H,Edmonton,0,0,1,1,-200,-200,-1.5,155,5.5,100,5.5,-105
1014,23,V,Calgary,1,2,2,5,-105,-117,-1.5,240,5.5,-110,5.5,-105
1014,24,H,Vancouver,1,0,1,2,-115,-103,1.5,-300,5.5,-110,5.5,-115
1014,25,V,Buffalo,1,0,1,2,145,170,1.5,-175,5,-140,5.5,110
1014,26,H,LosAngeles,0,1,3,4,-165,-200,-1.5,155,5,120,5.5,-130
1014,27,V,NYIslanders,1,1,1,3,127,110,1.5,-260,5.5,-110,5.5,-105
1014,28,H,SanJose,1,0,0,1,-147,-130,-1.5,210,5.5,-110,5.5,-115
1015,51,V,Boston,0,0,1,1,-150,-160,-1.5,180,5.5,-120,6,-115
1015,52,H,Vegas,0,2,1,3,130,140,1.5,-210,5.5,100,6,-105
1015,53,V,Buffalo,1,1,1,3,135,129,1.5,-230,5.5,-110,5.5,125
1015,54,H,Anaheim,0,1,0,1,-155,-149,-1.5,190,5.5,-110,5.5,-145
1015,55,V,NYIslanders,0,1,1,2,125,118,1.5,-260,5.5,105,5.5,105
1015,56,H,LosAngeles,1,1,1,3,-145,-138,-1.5,210,5.5,-125,5.5,-125
1016,1,V,TampaBay,2,0,1,3,-128,-131,-1.5,210,5.5,-105,5.5,-120
1016,2,H,Detroit,0,2,0,2,108,111,1.5,-260,5.5,-115,5.5,100
1017,51,V,Pittsburgh,2,1,1,5,-119,-132,-1.5,225,6,-110,6,-110
1017,52,H,NYRangers,0,3,1,4,-101,112,1.5,-275,6,-110,6,-110
1017,53,V,Florida,0,0,1,1,120,113,1.5,-260,5.5,-115,5.5,-120
1017,54,H,Philadelphia,0,4,1,5,-140,-133,-1.5,210,5.5,-105,5.5,100
1017,55,V,Toronto,0,0,2,2,130,110,1.5,-275,6,-119,6,-125
1017,56,H,Washington,0,0,0,0,-150,-130,-1.5,225,6,-101,6,105
1017,57,V,TampaBay,2,2,0,4,-157,-105,1.5,-315,5.5,-120,5.5,-120
1017,58,H,NewJersey,3,0,1,5,137,-115,-1.5,250,5.5,100,5.5,100
1017,59,V,Vancouver,1,1,1,3,165,170,1.5,-165,5.5,105,5.5,120
1017,60,H,Ottawa,0,0,0,0,-185,-200,-1.5,145,5.5,-125,5.5,-140
1017,61,V,Colorado,0,1,0,1,170,155,1.5,-195,5.5,-110,5.5,-105
1017,62,H,Nashville,0,3,1,4,-200,-175,-1.5,166,5.5,-110,5.5,-115
1017,63,V,Columbus,0,4,1,5,-105,-105,1.5,-315,6,-110,6,-105
1017,64,H,Winnipeg,0,1,1,2,-115,-115,-1.5,250,6,-110,6,-115
1017,65,V,Arizona,0,1,0,1,190,190,1.5,-145,6,-125,6,-105
1017,66,H,Dallas,1,1,1,3,-230,-230,-1.5,125,6,105,6,-115
1017,67,V,Carolina,3,0,2,5,150,108,1.5,-275,5.5,-110,5.5,-115
1017,68,H,Edmonton,0,1,2,3,-170,-128,-1.5,225,5.5,-110,5.5,-105
1017,69,V,Buffalo,1,0,3,4,-115,-120,-1.5,225,5.5,-119,5.5,-115
1017,70,H,Vegas,1,2,1,5,-105,100,1.5,-275,5.5,-101,5.5,-105
1017,71,V,Montreal,1,1,0,2,105,110,1.5,-290,5,-135,5,-125
1017,72,H,SanJose,1,3,1,5,-125,-130,-1.5,230,5,115,5,105
1018,1,V,Detroit,1,2,0,3,157,140,1.5,-210,6,-120,6,-115
1018,2,H,Toronto,4,1,1,6,-177,-160,-1.5,180,6,100,6,-105
1018,3,V,Chicago,0,0,2,2,102,101,1.5,-280,5.5,-110,5.5,-105
1018,4,H,St.Louis,1,2,2,5,-122,-121,-1.5,225,5.5,-110,5.5,-115
1018,5,V,Montreal,1,0,0,1,140,148,1.5,-205,5,-140,5,-135
1018,6,H,LosAngeles,1,0,4,5,-160,-168,-1.5,175,5,120,5,115
1019,51,V,Nashville,0,0,1,1,105,108,1.5,-270,5.5,-110,5.5,-115
1019,52,H,Philadelphia,0,0,0,0,-125,-128,-1.5,220,5.5,-110,5.5,-105
1019,53,V,Vancouver,1,2,0,3,142,155,1.5,-200,5.5,100,5.5,115
1019,54,H,Boston,4,1,1,6,-162,-175,-1.5,170,5.5,-120,5.5,-135
1019,55,V,NYIslanders,2,1,0,4,120,107,1.5,-270,5.5,-125,5.5,-119
1019,56,H,NYRangers,1,0,2,3,-140,-127,-1.5,220,5.5,105,5.5,-101
1019,57,V,TampaBay,1,1,0,2,110,125,1.5,-240,5.5,-125,5.5,-115
1019,58,H,Columbus,0,0,0,0,-130,-145,-1.5,200,5.5,105,5.5,-105
1019,59,V,NewJersey,2,0,2,5,130,135,1.5,-230,5.5,-110,5.5,100
1019,60,H,Ottawa,1,3,0,4,-150,-155,-1.5,190,5.5,-110,5.5,-120
1019,61,V,Edmonton,1,0,0,2,102,-107,1.5,-290,5.5,-130,6,-110
1019,62,H,Chicago,1,0,0,1,-122,-113,-1.5,230,5.5,110,6,-110
1019,63,V,Carolina,0,1,1,2,120,105,1.5,-290,5.5,-120,5.5,105
1019,64,H,Calgary,0,0,1,1,-140,-125,-1.5,230,5.5,100,5.5,-125
1019,65,V,St.Louis,0,3,1,4,-125,-113,-1.5,235,5.5,-110,5.5,-105
1019,66,H,Colorado,1,0,2,3,105,-107,1.5,-295,5.5,-110,5.5,-115
1019,67,V,Dallas,2,0,3,5,-170,-150,-1.5,190,6,-110,6,-105
1019,68,H,Arizona,1,1,2,4,150,130,1.5,-230,6,-110,6,-115
1020,1,V,SanJose,1,2,0,3,-109,-139,-1.5,210,5.5,-115,5.5,-115
1020,2,H,NewJersey,0,0,0,0,-111,119,1.5,-260,5.5,-105,5.5,-105
1020,3,V,Vancouver,1,2,1,4,125,145,1.5,-210,5.5,110,5.5,105
1020,4,H,Buffalo,2,0,0,2,-145,-165,-1.5,180,5.5,-130,5.5,-125
1020,5,V,Washington,0,1,2,4,-137,-128,-1.5,230,5.5,-110,5.5,-106
1020,6,H,Detroit,0,1,2,3,117,108,1.5,-290,5.5,-110,5.5,-114
1020,7,V,Pittsburgh,0,3,1,4,-130,-120,-1.5,225,6,-110,6,-111
1020,8,H,Florida,2,0,1,3,110,100,1.5,-275,6,-110,6,-109
1020,9,V,Minnesota,1,2,0,3,110,-111,-1.5,245,5.5,-130,5.5,-125
1020,10,H,Winnipeg,2,1,1,4,-130,-109,1.5,-305,5.5,110,5.5,105
1020,11,V,Montreal,0,2,0,2,100,-119,-1.5,235,5,-135,5,-145
1020,12,H,Anaheim,3,0,3,6,-120,-101,1.5,-295,5,115,5,125
1021,51,V,Nashville,0,2,0,2,100,-108,1.5,-305,5.5,-110,5.5,-110
1021,52,H,NYRangers,2,1,1,4,-120,-112,-1.5,245,5.5,-110,5.5,-110
1021,53,V,Edmonton,0,1,0,1,100,108,1.5,-275,5.5,-115,5.5,-112
1021,54,H,Philadelphia,1,0,1,2,-120,-128,-1.5,225,5.5,-105,5.5,-108
1021,55,V,LosAngeles,2,2,2,6,125,128,1.5,-240,5.5,105,5,-140
1021,56,H,Columbus,3,1,0,4,-145,-148,-1.5,200,5.5,-125,5,120
1021,57,V,SanJose,0,2,1,3,107,116,1.5,-270,5.5,-105,5.5,-105
1021,58,H,NYIslanders,0,2,3,5,-127,-136,-1.5,220,5.5,-115,5.5,-115
1021,59,V,Buffalo,0,2,2,5,155,166,1.5,-185,5.5,-120,5.5,-119
1021,60,H,Boston,2,2,0,4,-175,-186,-1.5,165,5.5,100,5.5,-101
1021,61,V,Toronto,0,0,3,3,-113,-127,-1.5,225,6,-125,6,-110
1021,62,H,Ottawa,1,2,3,6,-107,107,1.5,-275,6,105,6,-110
1021,63,V,Pittsburgh,0,0,1,1,140,138,1.5,-215,6.5,-105,6.5,-105
1021,64,H,TampaBay,3,3,1,7,-160,-158,-1.5,185,6.5,-115,6.5,-115
1021,65,V,Florida,2,1,1,4,150,120,1.5,-240,6,-105,5.5,-121
1021,66,H,Washington,0,1,0,1,-170,-140,-1.5,200,6,-115,5.5,101
1021,67,V,Carolina,0,1,2,3,118,110,1.5,-270,5.5,-125,5.5,105
1021,68,H,Dallas,2,2,0,4,-138,-130,-1.5,220,5.5,105,5.5,-125
1021,69,V,Chicago,1,1,2,4,-165,-135,-1.5,200,5.5,-130,6,-105
1021,70,H,Arizona,1,1,0,2,145,115,1.5,-240,5.5,110,6,-115
1021,71,V,Minnesota,0,1,3,4,140,141,1.5,-215,6,-105,6,100
1021,72,H,Calgary,0,1,1,2,-160,-161,-1.5,185,6,-115,6,-120
1021,73,V,St.Louis,1,0,1,2,-153,-137,-1.5,205,5.5,-115,5.5,-115
1021,74,H,Vegas,0,2,0,3,133,117,1.5,-245,5.5,-105,5.5,-105
1022,1,V,Vancouver,1,3,0,4,130,132,1.5,-219,5.5,105,5.5,100
1022,2,H,Detroit,1,0,0,1,-150,-152,-1.5,189,5.5,-125,5.5,-120
1023,51,V,SanJose,2,1,1,4,105,103,1.5,-295,5.5,-105,5.5,100
1023,52,H,NYRangers,0,0,1,1,-125,-123,-1.5,235,5.5,-115,5.5,-120
1023,53,V,LosAngeles,0,1,1,2,140,123,1.5,-245,6,-105,6,-105
1023,54,H,Toronto,1,1,1,3,-160,-143,-1.5,205,6,-115,6,-115
1024,1,V,Anaheim,1,3,2,6,105,120,1.5,-245,5.5,-105,5.5,105
1024,2,H,Philadelphia,1,0,1,2,-125,-140,-1.5,205,5.5,-115,5.5,-125
1024,3,V,TampaBay,1,1,3,5,-115,-103,1.5,-305,5.5,-110,5.5,-113
1024,4,H,Carolina,0,0,1,1,-105,-117,-1.5,245,5.5,-110,5.5,-107
1024,5,V,Arizona,1,0,2,3,165,170,1.5,-170,6,-105,6,-105
1024,6,H,NYIslanders,0,2,3,5,-185,-200,-1.5,150,6,-115,6,-115
1024,7,V,Edmonton,0,0,1,1,135,135,1.5,-205,6,-105,6,-120
1024,8,H,Pittsburgh,0,0,1,2,-155,-155,-1.5,175,6,-115,6,100
1024,9,V,Florida,0,1,0,1,110,120,1.5,-260,5.5,-110,5.5,-110
1024,10,H,Montreal,0,3,2,5,-130,-140,-1.5,215,5.5,-110,5.5,-110
1024,11,V,Detroit,0,0,0,0,125,105,1.5,-295,5.5,-110,5.5,117
1024,12,H,Buffalo,0,1,0,1,-145,-125,-1.5,235,5.5,-110,5.5,-137
1024,13,V,LosAngeles,1,0,1,3,120,115,1.5,-270,5.5,-105,5.5,100
1024,14,H,Ottawa,1,0,1,2,-140,-135,-1.5,220,5.5,-115,5.5,-120
1024,15,V,Vancouver,0,0,1,1,165,165,1.5,-185,5.5,100,5.5,105
1024,16,H,Minnesota,0,0,0,0,-185,-185,-1.5,165,5.5,-120,5.5,-125
1024,17,V,Calgary,0,0,2,3,125,135,1.5,-230,5.5,-115,5.5,105
1024,18,H,Nashville,2,0,0,2,-145,-155,-1.5,190,5.5,-105,5.5,-125
1024,19,V,Dallas,1,1,1,3,-130,-135,-1.5,215,6,105,6,100
1024,20,H,Colorado,1,3,1,5,110,115,1.5,-260,6,-125,6,-120
1024,21,V,Chicago,1,0,1,2,-160,-182,-1.5,155,6,100,5.5,-110
1024,22,H,Vegas,2,1,1,4,140,162,1.5,-175,6,-120,5.5,-110
1025,51,V,Calgary,1,1,0,2,140,150,1.5,-210,5.5,-110,5.5,-105
1025,52,H,St.Louis,1,2,2,5,-160,-170,-1.5,180,5.5,-110,5.5,-115
1025,53,V,Buffalo,0,0,1,1,190,220,1.5,-125,5.5,-120,5.5,101
1025,54,H,Columbus,1,3,1,5,-230,-270,-1.5,105,5.5,100,5.5,-121
1026,1,V,SanJose,0,1,0,1,-103,-107,1.5,-315,5.5,-105,5.5,105
1026,2,H,Boston,1,1,0,2,-117,-113,-1.5,250,5.5,-115,5.5,-125
1026,3,V,Arizona,0,1,1,2,165,150,1.5,-200,6,-110,6,-115
1026,4,H,NYRangers,2,2,1,5,-185,-170,-1.5,170,6,-110,6,-105
1026,5,V,Winnipeg,1,0,0,1,160,155,1.5,-185,6.5,-105,6,-120
1026,6,H,Pittsburgh,1,0,0,2,-180,-175,-1.5,165,6.5,-115,6,100
1026,7,V,Carolina,3,1,2,6,140,133,1.5,-210,6,-110,6,-110
1026,8,H,Toronto,1,2,0,3,-160,-153,-1.5,180,6,-110,6,-110
1026,9,V,Detroit,1,0,1,2,190,175,1.5,-160,5.5,-130,5.5,-110
1026,10,H,TampaBay,1,0,2,3,-230,-205,-1.5,140,5.5,110,5.5,-110
1026,11,V,Philadelphia,0,2,2,4,110,-104,1.5,-320,5.5,-115,5.5,120
1026,12,H,Ottawa,3,1,1,5,-130,-116,-1.5,255,5.5,-105,5.5,-140
1026,13,V,LosAngeles,2,1,1,4,100,107,1.5,-290,5.5,100,5.5,119
1026,14,H,Montreal,0,0,0,0,-120,-127,-1.5,230,5.5,-120,5.5,-139
1026,15,V,Anaheim,1,0,2,3,-103,110,1.5,-265,5.5,-110,5.5,-115
1026,16,H,Florida,3,3,2,8,-117,-130,-1.5,215,5.5,-110,5.5,-105
1026,17,V,NYIslanders,1,1,2,4,123,110,1.5,-270,5.5,-115,5.5,-105
1026,18,H,Minnesota,3,1,2,6,-143,-130,-1.5,220,5.5,-105,5.5,-115
1026,19,V,Dallas,1,2,1,4,100,103,1.5,-270,6,-110,6,100
1026,20,H,Edmonton,2,1,2,5,-120,-123,-1.5,220,6,-110,6,-120
1026,21,V,Washington,0,1,1,2,-153,-132,-1.5,220,5.5,100,5,-140
1026,22,H,Vancouver,3,2,1,6,133,112,1.5,-270,5.5,-120,5,120
1027,51,V,Colorado,0,0,0,0,108,100,1.5,-275,5.5,-120,5.5,-130
1027,52,H,Vegas,0,4,3,7,-128,-120,-1.5,225,5.5,100,5.5,110
1027,53,V,Winnipeg,1,0,0,1,175,170,1.5,-165,6.5,-105,6,-105
1027,54,H,Columbus,0,0,1,2,-205,-200,-1.5,145,6.5,-115,6,-115
1027,55,V,Ottawa,2,0,2,4,102,116,1.5,-245,5.5,-120,5.5,-115
1027,56,H,NewJersey,1,2,1,5,-122,-136,-1.5,205,5.5,100,5.5,-105
1027,57,V,St.Louis,0,1,1,2,103,-102,1.5,-305,5.5,-105,5.5,-110
1027,58,H,Carolina,0,1,0,1,-123,-118,-1.5,245,5.5,-115,5.5,-110
1027,59,V,Nashville,0,2,0,2,110,110,1.5,-270,5.5,-105,5.5,100
1027,60,H,Chicago,1,0,0,1,-130,-130,-1.5,220,5.5,-115,5.5,-120
1027,61,V,Dallas,0,1,1,2,125,115,1.5,-260,6,-120,6,-110
